"Title","Year","Length","Budget","Rating","Votes","r1","r2","r3","r4","r5","r6","r7","r8","r9","r10","mpaa","Action","Animation","Comedy","Drama","Documentary","Romance","Short"
"Murphy's War",1971,107,-1,6.6,415,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,"PG-13",1,0,0,1,0,0,0
"Muse, The",1999,97,1.5e+07,5.6,3513,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0
"Music From Another Room",1998,104,-1,6.5,1025,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,"PG-13",0,0,0,0,0,1,0
"Music of the Heart",1999,124,2.7e+07,6.6,2348,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,"PG",0,0,0,1,0,0,0
"Musketeer, The",2001,104,4e+07,4.4,3966,14.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,"PG-13",1,0,0,1,0,1,0
"Mutant Aliens",2001,81,2e+05,6.4,223,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,"R",0,1,1,0,0,0,0
"Mutant Species",1995,100,1750000,2.8,42,34.5,14.5,14.5,14.5,4.5,4.5,0,0,0,4.5,"R",0,0,0,0,0,0,0
"Mute Witness",1994,95,2e+06,6.8,1202,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"R",0,0,1,0,0,0,0
"Mutual Needs",1997,94,-1,3.7,65,24.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,0,1,0,0,0
"My 5 Wives",2000,100,-1,4.4,245,14.5,14.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,14.5,"R",0,0,1,0,0,0,0
"My Baby's Daddy",2004,88,-1,3.8,632,24.5,4.5,4.5,14.5,4.5,14.5,4.5,4.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0
"My Best Friend's Wedding",1997,105,4.6e+07,6.4,16648,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"PG-13",0,0,1,0,0,1,0
"My Big Fat Greek Wedding",2002,95,5e+06,6.9,21675,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"PG",0,0,1,0,0,1,0
"My Boss's Daughter",2003,90,1.4e+07,4.1,2765,14.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,"R",0,0,1,0,0,1,0
"My Brother the Pig",1999,92,-1,5,108,14.5,14.5,4.5,14.5,14.5,14.5,4.5,14.5,4.5,14.5,"PG",0,0,1,0,0,0,0
"My Cousin Vinny",1992,120,1.1e+07,7.2,10877,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,1,0,0,0,0
"My Dog Skip",2000,95,7e+06,7.1,3109,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"PG",0,0,0,1,0,0,0
"My Family",1995,128,5500000,7,859,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,24.5,"R",0,0,0,1,0,0,0
"My Favorite Martian",1999,93,6e+07,4.5,1942,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,"PG",0,0,1,0,0,0,0
"My Fellow Americans",1996,101,21500000,6.3,2752,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0
"My First Mister",2001,109,-1,7.2,1593,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,"R",0,0,1,1,0,0,0
"My Giant",1998,103,-1,4.9,1246,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,4.5,"PG",0,0,1,1,0,0,0
"My Life So Far",1999,98,-1,6.6,665,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,"PG-13",0,0,1,1,0,0,0
"My Life Without Me",2003,107,-1,7.6,3017,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,"R",0,0,0,1,0,1,0
"My Life's in Turnaround",1993,84,22000,3.9,196,44.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,"R",0,0,1,0,0,0,0
"My Little Eye",2002,92,3e+06,5.9,2244,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"R",0,0,0,0,0,0,0
"My Name Is Joe",1998,105,-1,7.4,1810,4.5,4.5,4.5,4.5,4.5,4.5,24.5,34.5,24.5,4.5,"R",0,0,0,1,0,1,0
"My Name Is Modesty: A Modesty Blaise Adventure",2003,78,-1,4.3,203,14.5,4.5,4.5,14.5,4.5,14.5,14.5,4.5,4.5,14.5,"R",0,0,0,1,0,0,0
"My Son the Fanatic",1997,87,-1,7,494,4.5,4.5,4.5,4.5,4.5,14.5,24.5,34.5,14.5,4.5,"R",0,0,1,1,0,1,0
"My Summer of Love",2004,86,-1,7.3,222,4.5,0,4.5,4.5,4.5,4.5,24.5,34.5,14.5,14.5,"R",0,0,0,1,0,0,0
"My Teacher's Wife",1995,89,-1,5.2,224,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Mystery Men",1999,121,6.8e+07,5.8,13331,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"PG-13",1,0,1,0,0,0,0
"Mystery Monsters",1997,55,-1,2.5,31,24.5,4.5,14.5,24.5,4.5,4.5,4.5,0,0,0,"PG",0,0,0,0,0,0,0
"Mystery, Alaska",1999,119,2.8e+07,6.4,5440,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,1,1,0,0,0
"Mystic Masseur, The",2001,117,2500000,5.2,157,4.5,4.5,4.5,4.5,14.5,34.5,14.5,14.5,4.5,4.5,"PG",0,0,0,1,0,0,0
"Mystic River",2003,137,3e+07,8,28969,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,"R",0,0,0,1,0,0,0
"Myth of Fingerprints, The",1997,93,-1,6.2,926,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,"R",0,0,1,1,0,0,0
"NASCAR 3D: The IMAX Experience",2004,40,-1,7,167,4.5,0,4.5,4.5,4.5,4.5,14.5,14.5,14.5,34.5,"PG",0,0,0,0,1,0,1
"Nadie conoce a nadie",1999,108,3e+06,6.3,565,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Nadja",1994,93,1e+06,5.7,781,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,14.5,"R",0,0,0,1,0,0,0
"Nailed",2001,90,-1,4.2,110,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,0,1,0,1,0
"Nain rouge, Le",1998,101,-1,6.4,91,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"R",0,0,1,1,0,0,0
"Naked Detective, The",1996,84,-1,3.5,59,14.5,4.5,14.5,14.5,4.5,4.5,4.5,14.5,4.5,24.5,"R",0,0,1,0,0,0,0
"Naked Lies",1998,93,-1,3.2,81,14.5,14.5,14.5,24.5,4.5,4.5,4.5,4.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Naked Souls",1995,85,-1,2.7,433,24.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,"R",0,0,0,0,0,0,0
"Naked States",2000,80,-1,6.6,151,4.5,4.5,4.5,4.5,4.5,24.5,14.5,14.5,4.5,14.5,"R",0,0,0,0,1,0,0
"Namu, the Killer Whale",1966,89,-1,5.8,36,4.5,14.5,4.5,4.5,24.5,14.5,24.5,4.5,4.5,4.5,"PG",0,0,0,1,0,0,0
"Napoleon Dynamite",2004,86,4e+05,7.2,17524,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,34.5,"PG",0,0,1,0,0,0,0
"Naqoyqatsi",2002,89,3e+06,6.9,575,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,"PG",0,0,0,0,1,0,0
"Narc",2002,105,7500000,7.3,7185,4.5,4.5,4.5,4.5,4.5,14.5,24.5,34.5,14.5,14.5,"R",0,0,0,1,0,0,0
"National Lampoon Presents Dorm Daze",2003,96,-1,4.2,803,14.5,14.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,"R",0,0,1,0,0,0,0
"National Security",2003,88,-1,4.6,3762,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"PG-13",1,0,1,0,0,0,0
"National Treasure",2004,131,1e+08,6.6,12361,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,14.5,"PG",1,0,0,0,0,0,0
"Nattens engel",1998,98,7e+05,4.9,209,4.5,14.5,14.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Naturally Native",1998,107,7e+05,8.5,26,4.5,0,0,0,0,14.5,14.5,14.5,4.5,44.5,"PG-13",0,0,0,0,0,0,0
"Nature of the Beast",1995,91,-1,5.7,272,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"R",0,0,0,0,0,0,0
"Nautilus",2000,97,-1,4.1,52,14.5,4.5,4.5,24.5,4.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Navajo Blues",1996,90,-1,3,30,24.5,24.5,24.5,4.5,4.5,14.5,4.5,4.5,4.5,4.5,"R",1,0,0,0,0,0,0
"Navigators, The",2001,96,-1,6.8,591,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,"R",0,0,1,1,0,0,0
"Near Death",2004,95,-1,2.3,55,64.5,14.5,4.5,4.5,4.5,4.5,0,4.5,0,4.5,"R",1,0,0,0,0,0,0
"Ned Kelly",2003,110,-1,6.3,2208,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,14.5,"R",0,0,0,1,0,0,0
"Negotiator, The",1998,139,5e+07,7.2,19100,4.5,4.5,4.5,4.5,4.5,14.5,24.5,34.5,14.5,4.5,"R",1,0,0,1,0,0,0
"Nemesis 4: Death Angel",1995,65,-1,1.7,181,64.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,0,14.5,"R",1,0,0,0,0,0,0
"Nemesis Game",2003,92,3e+06,5.5,339,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Net, The",1995,114,2.2e+07,5.6,12201,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,"PG-13",1,0,0,1,0,0,0
"Never Again",2001,98,5e+05,5.7,309,24.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,14.5,"R",0,0,1,0,0,1,0
"Never Been Kissed",1999,107,-1,5.7,10767,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"PG-13",0,0,1,0,0,1,0
"Never Die Alone",2004,88,-1,5.1,845,14.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,14.5,"R",0,0,0,1,0,0,0
"Never Ever",1996,110,-1,4.8,49,14.5,4.5,4.5,4.5,24.5,14.5,4.5,14.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Never Get Outta the Boat",2002,97,-1,4.7,34,4.5,0,4.5,4.5,4.5,14.5,4.5,4.5,4.5,44.5,"R",0,0,0,1,0,0,0
"Never Talk to Strangers",1995,86,-1,4.7,1132,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Never Too Late",1997,96,-1,6,39,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,0,14.5,"PG",0,0,1,1,0,0,0
"New Alcatraz",2002,96,-1,3.3,268,24.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0
"New Best Friend",2002,91,-1,5.2,730,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,"R",0,0,0,1,0,0,0
"New Blood",1999,98,-1,5.3,282,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,"R",1,0,0,0,0,0,0
"New Guy, The",2002,89,1.3e+07,5.2,4266,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0
"New Jersey Drive",1995,98,5e+06,5.4,348,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,"R",0,0,0,1,0,0,0
"New Port South",2001,95,-1,5,123,4.5,4.5,14.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,"PG-13",0,0,0,1,0,0,0
"New Rose Hotel",1998,92,-1,4.3,929,14.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,"R",0,0,0,1,0,0,0
"New Suit",2002,94,-1,5.8,66,4.5,4.5,4.5,4.5,14.5,14.5,24.5,4.5,14.5,24.5,"R",0,0,1,0,0,0,0
"New Swiss Family Robinson, The",1998,90,-1,4.6,142,14.5,4.5,14.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,"PG",0,0,0,0,0,0,0
"New World Disorder",1999,92,-1,4.1,305,14.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,"R",1,0,0,0,0,0,0
"NewsBreak",2000,94,-1,3.7,44,14.5,4.5,4.5,24.5,24.5,4.5,0,4.5,4.5,4.5,"R",1,0,0,1,0,0,0
"Newton Boys, The",1998,113,2.7e+07,5.7,2003,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG-13",1,0,0,1,0,0,0
"Next Best Thing, The",2000,108,2.5e+07,4.7,3131,14.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"PG-13",0,0,1,1,0,0,0
"Next Big Thing, The",2001,87,-1,6,72,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,4.5,"R",0,0,1,1,0,1,0
"Next Friday",2000,98,9500000,5.2,3457,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"R",0,0,1,0,0,0,0
"Next Stop Wonderland",1998,104,1e+06,6.7,1467,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"R",0,0,1,1,0,1,0
"Ngo si sui",1998,108,-1,6.5,2867,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"PG-13",1,0,1,0,0,0,0
"Niagara, Niagara",1997,93,-1,6.6,510,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,"R",0,0,0,1,0,0,0
"Nice Guys Sleep Alone",1999,92,-1,5.9,195,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,14.5,"R",0,0,1,0,0,1,0
"Nicholas Nickleby",2002,132,1e+07,7.4,1651,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"PG",0,0,0,1,0,0,0
"Nick and Jane",1997,95,-1,5.5,175,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,64.5,"R",0,0,1,0,0,1,0
"Nick of Time",1995,90,-1,6.2,5125,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Nicotina",2003,90,-1,6.4,431,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,4.5,14.5,"R",0,0,1,0,0,0,0
"Night Caller, The",1998,92,-1,4.2,76,14.5,4.5,14.5,4.5,14.5,14.5,14.5,4.5,4.5,14.5,"R",0,0,0,0,0,0,0
"Night Eyes 4",1996,101,-1,3.5,85,24.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,"R",0,0,0,1,0,0,0
"Night Falls on Manhattan",1997,118,-1,6.3,1399,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Night Flier",1997,93,-1,5.4,1294,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Night Hunter",1995,86,-1,4,102,14.5,14.5,14.5,14.5,4.5,4.5,14.5,4.5,4.5,14.5,"R",1,0,0,1,0,0,0
"Night Orchid",1997,106,-1,4.3,32,4.5,0,4.5,4.5,4.5,14.5,4.5,4.5,14.5,24.5,"R",0,0,0,0,0,0,0
"Night Shade",1997,96,-1,2.1,23,24.5,24.5,14.5,0,4.5,4.5,0,4.5,0,14.5,"R",0,0,0,0,0,0,0
"Night That Never Happened, The",1997,95,-1,5,50,4.5,4.5,14.5,14.5,14.5,4.5,24.5,4.5,4.5,14.5,"R",0,0,0,1,0,0,0
"Night and the City",1992,105,-1,5.7,798,4.5,4.5,4.5,4.5,14.5,34.5,14.5,4.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Night and the Moment, The",1995,90,-1,5,72,4.5,4.5,4.5,14.5,4.5,14.5,4.5,14.5,4.5,14.5,"R",0,0,0,1,0,0,0
"Night at the Golden Eagle",2002,87,-1,5.8,214,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,"R",0,0,0,1,0,0,0
"Night of the Demons III",1997,85,-1,3,249,24.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Nightstalker",2002,95,-1,4,212,24.5,14.5,14.5,4.5,14.5,4.5,4.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Nightwatch",1997,101,-1,6.1,2944,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Nikita Blues",2001,85,-1,3.1,22,4.5,14.5,24.5,14.5,4.5,4.5,4.5,0,0,24.5,"R",0,0,0,1,0,0,0
"Nil by Mouth",1997,128,9e+06,6.9,1159,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0
"Nine Dead Gay Guys",2002,83,-1,6.2,274,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,24.5,"R",0,0,1,0,0,0,0
"Nine Months",1995,103,-1,5.3,6351,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0
"Ninth Gate, The",1999,133,3.8e+07,6.4,16291,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Ninth Street",1999,95,-1,5.7,35,4.5,0,4.5,4.5,14.5,4.5,4.5,24.5,14.5,34.5,"R",0,0,0,1,0,0,0
"Nirgendwo in Afrika",2001,141,-1,8,2688,4.5,4.5,4.5,4.5,4.5,4.5,14.5,34.5,24.5,14.5,"R",0,0,0,1,0,0,0
"Nirvana",1997,113,-1,5.4,1199,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,"R",1,0,0,0,0,0,0
"Nixon",1995,212,5e+07,6.8,5837,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0
"No Alibi",2000,90,-1,4.4,201,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,4.5,4.5,"R",0,0,0,1,0,1,0
"No Code of Conduct",1998,95,1.2e+07,4.4,314,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,24.5,"R",1,0,0,1,0,0,0
"No Contest II",1997,86,-1,4.3,89,4.5,14.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",1,0,0,0,0,0,0
"No Exit",1995,93,-1,3.4,56,14.5,4.5,14.5,14.5,14.5,4.5,14.5,0,0,14.5,"R",1,0,0,0,0,0,0
"No Looking Back",1998,96,5e+06,5.6,622,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,"R",0,0,1,1,0,1,0
"No Man's Land",2001,98,-1,7.9,7184,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"R",0,0,1,1,0,0,0
"No One Can Hear You",2001,92,-1,4.4,101,4.5,4.5,14.5,4.5,14.5,14.5,14.5,4.5,4.5,14.5,"R",0,0,0,0,0,0,0
"No One Sleeps",2000,108,-1,4.6,85,4.5,4.5,14.5,14.5,4.5,4.5,14.5,4.5,4.5,14.5,"R",0,0,0,1,0,1,0
"No Return",2003,86,35000,6.1,18,14.5,4.5,0,0,34.5,4.5,4.5,14.5,4.5,14.5,"PG-13",0,0,0,0,0,0,0
"No Such Thing",2001,102,-1,6.5,793,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,"R",0,0,1,1,0,0,0
"No Tomorrow",1998,100,-1,3.5,84,24.5,4.5,24.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,"R",0,0,0,1,0,0,0
"No Turning Back",2001,101,-1,5.7,134,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,"R",0,0,0,1,0,0,0
"No Vacancy",1999,84,-1,4.5,98,14.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,14.5,"R",0,0,1,1,0,1,0
"No Way Back",1995,91,-1,5.2,474,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"R",1,0,0,1,0,0,0
"No Way Home",1996,99,4e+06,6.6,328,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"R",0,0,0,1,0,0,0
"No Witness",2004,95,350000,3.8,9,24.5,14.5,14.5,14.5,0,0,0,14.5,0,34.5,"R",0,0,0,0,0,0,0
"No somos nadie",2002,93,-1,4.3,37,24.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,0,4.5,"R",0,0,0,1,0,0,0
"Nobody Knows Anything!",2003,88,-1,4.4,76,14.5,14.5,14.5,14.5,24.5,4.5,4.5,4.5,4.5,0,"R",0,0,1,0,0,0,0
"Nobody's Baby",2001,110,-1,6.2,290,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,"R",0,0,1,0,0,0,0
"Nochnoy dozor",2004,115,4200000,6.3,1020,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,24.5,"R",1,0,0,0,0,0,0
"Noel",2004,96,-1,5.9,211,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"PG",0,0,0,1,0,0,0
"Nola",2003,97,-1,5.9,25,14.5,4.5,24.5,4.5,4.5,4.5,4.5,0,4.5,34.5,"R",0,0,1,0,0,1,0
"Non ho sonno",2001,117,-1,6,951,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,"R",0,0,0,0,0,0,0
"Nora",2000,106,-1,5.9,460,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"R",0,0,0,1,0,0,0
"Normal Life",1996,102,-1,6.2,566,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Northfork",2003,103,1900000,6.2,1521,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,"PG-13",0,0,0,1,0,0,0
"Not Another Teen Movie",2001,89,1.6e+07,5.2,10295,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,1,0,0,0,0
"Not Like Us",1995,87,-1,4.7,58,14.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,24.5,"R",0,0,0,0,0,0,0
"Notebook, The",2004,123,3e+07,7.8,8830,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,44.5,"PG-13",0,0,0,1,0,1,0
"Nothing Personal",1995,85,-1,6.7,159,4.5,0,4.5,4.5,4.5,14.5,24.5,24.5,4.5,14.5,"R",0,0,0,1,0,0,0
"Nothing to Lose",1997,98,-1,6.5,5606,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,"R",1,0,1,0,0,0,0
"Notre Dame de Paris",1956,115,-1,6.4,232,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG",0,0,0,1,0,0,0
"Notting Hill",1999,124,4.2e+07,7,27285,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"PG-13",0,0,1,1,0,1,0
"November",2004,73,3e+05,2.8,164,14.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,44.5,"R",0,0,0,1,0,0,0
"Novo",2002,98,-1,5.9,300,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"R",0,0,1,1,0,1,0
"Novocaine",2001,95,6e+06,5.9,2829,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,1,1,0,0,0
"Now and Then",1995,100,-1,6,4394,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,24.5,"PG-13",0,0,0,1,0,0,0
"Nowhere Land",1998,88,-1,4.7,38,4.5,4.5,14.5,14.5,24.5,24.5,0,4.5,4.5,4.5,"R",1,0,0,1,0,0,0
"Nueve reinas",2000,114,1500000,7.6,3721,4.5,4.5,4.5,4.5,4.5,4.5,14.5,34.5,24.5,14.5,"R",0,0,0,1,0,0,0
"Nuovo cinema Paradiso",1989,170,-1,8.4,13999,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,44.5,"R",0,0,0,1,0,0,0
"Nurse Betty",2000,110,2.4e+07,6.6,10441,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,"R",0,0,1,1,0,1,0
"Nurse, The",1997,94,-1,4.4,85,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Nutt House, The",1992,90,-1,2.8,106,34.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,"PG-13",0,0,1,1,0,0,0
"Nutty Professor II: The Klumps",2000,109,8.4e+07,4.5,5825,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0
"Nutty Professor, The",1996,95,5.4e+07,5.8,12273,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG-13",0,0,1,0,0,1,0
"O",2001,95,5e+06,6.3,4555,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"R",0,0,0,1,0,1,0
"O Brother, Where Art Thou?",2000,106,2.6e+07,7.8,37961,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,"PG-13",0,0,1,0,0,0,0
"O.K. Garage",1998,106,-1,4.5,119,14.5,14.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,1,1,0,0,0
"Object of My Affection, The",1998,111,1.5e+07,6,4027,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"R",0,0,1,1,0,1,0
"Obra maestra",2000,115,-1,6,135,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,4.5,"R",0,0,1,0,0,0,0
"Occasional Hell, An",1996,96,-1,4.8,214,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Ocean's Eleven",2001,116,8.5e+07,7.5,44662,4.5,4.5,4.5,4.5,4.5,4.5,24.5,34.5,14.5,14.5,"PG-13",0,0,1,0,0,0,0
